Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Ratings
Hotel Gargee Grand | Best Hotel in Patna,4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4956,
Juhu Beach House ECR,4.5,Chennai,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Kitchen,Full-service laundry,,,4965,3.9
The Madras Grand - Hotel Egmore,4.5,Chennai,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,4974,3.9
Trident,4.5,Ooty,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,4990,4.3
Hotel Village walk,4.8,Amarnath,5-star hotel,Free breakfast,Wi-Fi,Kitchen,,Air conditioning,Full-service laundry,Spa,,5000,4.6
Deewanji Ni Haveli | Rooms & Restaurant,2.8,Ahmedabad,Sleeps 12,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,5003,4.1
Ramada by Wyndham Jamshedpur,4.2,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5008,
The Park Indore,4.7,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5018,
Goldfinch Hotel Delhi NCR,3.9,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039,
Caves by Craftels,4.7,Delhi,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Restaurant,Room service,5040,4.1
Mahagun Sarovar Portico Suites,4.1,Ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5040,
Four Points by Sheraton Chennai OMR,4.2,Chennai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5053,3.9
Backwater Brook,4.7,Kumarakom,Free breakfast,Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,Kid-friendly,,,5063,
Sunview Beach Resort & Spa by Citrine,4,Varkala,2-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,5067,4.5
SAINA RESORT,3.6,Mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Accessible,Kid-friendly,5082,4.2
Royal Orchid Central Pune,4.3,Pune,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5085,4.1
Sayaji Hotel Indore,4.4,Indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5111,
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,,,5123,
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,5142,4.5
Novotel Chennai Sipcot,4.7,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5145,3.9
Paradise Resorts Kumarakom,4.1,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Airport shuttle,5148,
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,,,5199,
Radhe Upavan Resort,4.4,Ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5206,4.1
Hotel Nagpur Ashok,4,Nagpur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,5235,
Lalitha Mahal Palace Hotel,4.3,Mysore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,5244,4.2
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,,5278,
Floating Heaven Group Of House Boats,4.3,Kashmir,Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306,
Royal Castle Kasol,4.7,Kasol,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5321,4.4
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5334,4.1
Kumarakom Heritage Resort & Ayurveda,4.1,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,5355,
The Chancery Pavilion,4.1,Bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5376,4.1
Hotel City Park- Hotels in Delhi,4.2,Delhi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5376,4.1
Ramada Hotel Ajmer,4,Ajmer,4-star hotel,Free breakfast,Free Wi-Fi,Kitchen,Pool,Air conditioning,,Airport shuttle,Spa,5400,3.8
Trident Hotel Cochin,4.5,Kochi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5406,4.2
Hotel Temple Tree,4.1,Shirdi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,,5406,4.4
Grand View Resort,4.3,Nahan,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5410,3.9
Regenta Resort Vanya Mahal,4.7,Ranthambore,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,5430,4.3
Coorg Lotus Villa,4.8,Madikeri,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5433,4.4
Hotel Daspalla Hyderabad,4.2,Hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5446,4.1
Hyatt Ahmedabad,4.5,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5475,4.1
Hotel Rajasthan Palace,4.7,Jaipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,5479,4.4
"Vivanta Chennai, IT Expressway",4.3,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5485,3.9
Himalayan Paradise,4.2,Mcleodganj,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5498,4.4
Fairfield by Marriott Amritsar,4.3,Amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5509,4.4
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5543,4.1
Hotel Icon,4.2,Chandigarh,4-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5544,4.2
The Bizton,4.5,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,5550,
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,Mysore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kid-friendly,,5572,4.2
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,Jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,5585,4.4
Regenta Central Amritsar,4.2,Amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,5599,4.4
Rooms in a Fully Furnished Bungalow,4.1,Gandhinagar,Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600,
Hotel AVN Grand,4.2,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600,
Hotel The Bundela,4.6,Khajuraho,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5600,4.6
The Central Park Hotel,3.9,Gwalior,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5641,3.8
Kaya Gantavya Resort & Spa | Pelling,4.6,Sikkim,Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643,
Hilton Garden Inn Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5663,4.2
The Cruze,4.2,Jamshedpur,,,,,,,,,,5664,
Hilton Garden Inn Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5664,4.2
The Wilderness Retreat,4,Hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,5668,4.1
Sterling Darjeeling,4.2,Darjeeling,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5678,4.3
Haveli hari Ganga,4.3,Haridwar,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5678,4
Hotel Zaryab,4.7,Srinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,5679,4.5
"Holiday Inn Cochin, an IHG Hotel",4.4,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5689,4.2
Lion Park Resort,4.5,Gir National Park,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5690,4.2
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,Coimbatore,5-star hotel,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5695,4.1
Banjaar Tola,4.7,Kanha National Park,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5708,3.8
IIDL Suites,4.3,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5720,4.1
JW Marriott Mumbai Juhu,4.6,Mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Breakfast,Beach access,5725,4.2
LP Vilas,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5848,3.9
Boche Island - Kumbalangi,4.1,Kochi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant,5855,4.2
Sayaji Hotel Indore,4.4,Indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5874,
"WOW Crest, Indore - IHCL SeleQtions",4.3,Indore,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5878,
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,Durgapur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5881,
The Ocean Pearl,4.4,Mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5891,
Novotel Ahmedabad,4.6,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5913,4.1
Hotel Ganges Grand - Varanasi,4,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5914,4.5
"MAYFAIR Convention, Bhubaneswar",4.5,Bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,5975,4.2
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,Amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5991,4.4
Grand Mercure Mysore,4.5,Mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6000,4.2
Hotel AS Clarks Inn,4.3,Dalhousie,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6000,4.2
The Solluna,4.5,Jim Corbett National Park,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6000,4
Taj Chia Kutir Resort & Spa,5,Kalimpong,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6000,4.1
Shimla Nature Ville,3.7,Shimla,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,6000,4.2
Hotel Gnanam,4.1,Thanjavur,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,6000,4.4
Lake Pichola Hotel,4.3,Udaipur,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,6000,4.3
Hotel Royal Orchid Jaipur,4.3,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Restaurant,6011,4.4
"Radisson Blu Hotel, Kochi",4.3,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6039,4.2
Novotel Ahmedabad,4.6,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6042,4.1
Courtyard by Marriott Amritsar,4.4,Amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6046,4.4
Fairfield by Marriott Amritsar,4.3,Amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6047,4.4
"The Oberoi Grand, Kolkata",4.4,Kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6048,4.3
"Radisson Blu Hotel, Kochi",4.3,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6061,4.2
Hindustan Beach Retreat,4,Varkala,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,6071,4.5
Fariyas Resort Lonava,4.2,Khandala,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6100,3.8
The River's Edge Farm - A Boutique Stay,4.5,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly,6114,3.9
Ramada by Wyndham,4.2,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6131,3.9
Cocobay Resort,4.2,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6138,
Radisson Gwalior,4.3,Gwalior,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6160,3.8
Lily Pad on the Vembanad,4.2,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,6160,
Comfort Hotel Vista,4.6,Lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,6160,4.2
IIDL Suites,3.8,Delhi,Apartment,Sleeps 10,Air conditioning,Airport shuttle,Elevator,Fireplace,Fitness center,Hot tub,Kitchen,6163,4.1
"Tree of Life Resort, Dehradun Foothills",4.5,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen,Full-service laundry,6176,3.9
DoubleTree by Hilton Ahmedabad,4.5,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6182,4.1
Hyatt Raipur,4.3,Raipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6188,
Lemon Tree Hotel,4.2,Aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6215,3.7
Swosti Premium - Luxury 5-Star Hotel in Bhubaneswar,4.3,Bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6215,4.2
Park Ascent,4.2,Noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215,
Gokulam Grand Hotel & Spa,4.3,Bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6228,4.1
Radisson Blu Hotel Indore,4.5,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6266,
The Park Indore,4.7,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6272,
"Holiday Inn Bengaluru Racecourse, an IHG Hotel",4.4,Bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,6298,4.1
"Radisson Blu Hotel, Atria Bengaluru",4.4,Bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6300,4.1
Ramada by Wyndham New Delhi Pitampura,3.9,Delhi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,6305,4.1
Capitol Hill,4.3,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6318,
"The Greenwood, Guwahati : A Luxury Boutique Hotel",4.6,Guwahati,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6335,
The Sal Woods - Forest Retreat and Spa,3.9,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant,6384,3.9
Blue Lagoon Beach Resort,3.9,Chennai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,6402,3.9
"Radisson Blu Hotel, Faridabad",4.6,Faridabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6437,
"Radisson Blu Hotel, Jammu",4.3,Kashmir,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6440,
Trident Hotel Cochin,4.5,Kochi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6441,4.2
Bloomrooms @ Janpath,4.4,Delhi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Full-service laundry,6451,4.1
"Lemon Tree Premier, Patna",4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6472,
"MAYFAIR Convention, Bhubaneswar",4.5,Bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,6476,4.2
Hyatt Regency Ahmedabad,4.4,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6490,4.1
Uday Samudra Leisure,4.3,Kovalam,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6513,4.2
Novotel Lucknow Gomti Nagar,4.5,Lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Bar,6551,4.2
Hotel Sandesh The Prince,4.1,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6551,4.2
Hyatt Regency Ahmedabad,4.4,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6552,4.1
Evolve Back,4.7,Hampi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6578,4.5
"Vivanta Vijayawada, MG Road",4.3,Vijayawada,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6600,
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,Amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6630,4.4
Ramada by Wyndham Amritsar,4.3,Amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,6660,4.4
NOVANTA JAMSHEDPUR,4.4,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,6689,
Kutmadan Resort,4.2,Cherrapunji,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,,6700,4.5
The Landmark Towers,4.4,Kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6719,
Ratnamouli Palace,4.6,Guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6720,
The Guwahati Address,4.3,Guwahati,4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6720,
Indore Marriott Hotel,4.4,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6721,
Kumarakom Park Resort,4.3,Kumarakom,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,6726,
WelcomHeritage Badi Kothi,4.3,Allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,,6738,
Radisson Hotel,4.7,Jodhpur,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6743,4.2
Palm Meadows Resort,4.5,Bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6745,4.1
Hotel Lake and wood,4.4,Nainital,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6754,4.3
Hotel Skylok,3.3,Hazaribagh,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,,,,,,6771,
The divine oak,4.7,Vaishno Devi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,6780,4.4
Sterling Lonavala,3.7,Lonavala,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6788,4.1
"Four Points by Sheraton Hotel & Serviced Apartments, Pune",4.3,Pune,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6796,4.1
JC Residency ,4.5,Madurai,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,6799,4.1
Park Inn by Radisson New Delhi IP Extension,4.3,Delhi,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6828,4.1
Hilton Garden Inn Trivandrum,4.3,Trivandrum,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6837,
Silent Shores Resort & Spa,4.3,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6838,4.2
Hotel Lidder Spring Resorts,4.4,Kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,6850,
"Lemon Tree Premier, Patna",4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6882,
Hilton Jaipur,4.4,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6885,4.4
"Vivanta Mangalore, Old Port Road",4.2,Mangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6891,
Abad Whispering Palms | Resort in Kumarakom,4.3,Kumarakom,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6921,
Vivanta Surajkund,4.5,Faridabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6946,
Mosaic Hotel Noida,4.1,Noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946,
Little India Beach Cottages,4,Goa,House,Sleeps 10,5 bedrooms,5 bathrooms,Air conditioning,Pool,Free parking,Free Wi-Fi,No airport shuttle,6947,4.5
Pearl Courtyard,4.3,Varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6957,4.5
Casa Himalaya,5,Auli,5-star hotel,Free breakfast,Free Wi-Fi,Kitchen,pool,Air conditioning,Full-service laundry,Spa,Kid-friendly,7000,4.2
Hotel Park Krishna,4.4,Tirupati,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,7000,4.5
Sajjoys Varkala,4.7,Varkala,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Beach access,Restaurant,7018,4.5
"Le Lac Sarovar Portico, Ranchi",4.2,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7056,
